user_id,qid,sequence_id,log_id,correct
2076,10,9,4125036,0
2076,11,10,4125087,0
2330,2,1,4125773,1
2330,3,2,4125782,0
2330,4,3,4125820,1
2330,5,4,4125876,0
2330,6,5,4126222,0
2330,7,6,4126235,0
2330,8,7,4126249,0
2330,9,8,4126265,0
2330,10,9,4126318,0
2330,11,10,4126342,0
1712,2,1,4130920,1
1712,3,2,4131062,0
1712,4,3,4131145,1
1712,5,4,4132221,0
1712,6,5,4131860,1
1712,7,6,4132289,1
1712,8,7,4131983,0
1712,9,8,4132118,0
1712,10,9,4132198,0
1712,11,10,4132319,0
1964,2,1,4131576,1
1964,3,2,4131795,0.7999999999999999
1964,4,3,4131854,1
1964,6,5,4132232,0
1964,7,6,4132336,1
1964,8,7,4132395,1
1964,9,8,4132658,0
1964,10,9,4132701,0
1964,11,10,4132783,1
1787,2,1,4132297,0
1787,3,2,4132336,0
1787,4,3,4132440,1
1787,5,4,4132545,0
1787,6,5,4132555,0
1787,7,6,4132708,0
1787,8,7,4132818,1
1787,9,8,4132828,0
1787,10,9,4132835,0
1787,11,10,4132890,0
1660,2,1,4134221,0
1660,3,2,4134419,0
1660,4,3,4232306,1
1660,5,4,4232339,0
1660,6,5,4232368,0
1660,7,6,4232393,0
1660,8,7,4232428,0
1660,9,8,4232616,1
1660,10,9,4232843,0
1660,11,10,4233223,1
2357,2,1,4136634,1
2357,3,2,4136736,0
2357,4,3,4136753,1
2357,5,4,4136773,0
2357,6,5,4136790,1
2357,7,6,4136810,1
2357,8,7,4136842,1
2357,9,8,4136877,1
2357,10,9,4136899,1
2357,11,10,4136916,1
2900,2,1,4139393,1
2900,3,2,4139590,0
2900,4,3,4138771,1
2900,5,4,4138803,0
2900,6,5,4139637,1
2900,7,6,4139643,0
2900,8,7,4139653,0
2900,9,8,4139119,0
2900,10,9,4139214,0
2900,11,10,4139299,0
1107,2,1,4138935,1
1107,3,2,4139060,0
1107,4,3,4139080,1
1107,5,4,4139180,0
1107,6,5,4139192,0
1107,7,6,4139274,1
1107,8,7,4139372,1
1107,9,8,4139586,1
1107,10,9,4139889,1
1107,11,10,4139939,1
1555,2,1,4139836,1
1555,3,2,4139877,0
1555,4,3,4139894,1
1555,5,4,4139957,0
1555,6,5,4139965,0
1555,7,6,4140070,1
1555,8,7,4140101,1
1555,9,8,4140125,0
1555,10,9,4140191,0
1555,11,10,4140220,1
1995,2,1,4186434,0
1995,3,2,4189342,0
1995,4,3,4189094,1
1995,5,4,4189509,0
1995,6,5,4189242,0
1995,7,6,4189652,1
1995,8,7,4189666,0
1995,9,8,4189724,0
1995,10,9,4189776,0
1995,11,10,4189810,0
2385,2,1,4150701,0
2385,3,2,4150729,0
2385,4,3,4150753,1
2385,5,4,4150758,0
2385,6,5,4150763,0
2385,7,6,4150791,0
2385,8,7,4150847,1
2385,9,8,4150869,0
2385,10,9,4150903,0
2385,11,10,4150918,0
2239,2,1,4153797,1
2239,3,2,4154167,0.6
2239,4,3,4153854,1
2239,5,4,4153912,0
2239,6,5,4153933,0
2239,7,6,4153993,1
2239,8,7,4154019,1
2239,9,8,4154047,0
2239,10,9,4154079,1
2239,11,10,4154142,1
2080,2,1,4171025,1
2080,3,2,4171172,0.19999999999999998
2080,4,3,4171240,1
2080,5,4,4171304,0
2080,6,5,4171345,0
2080,7,6,4171435,0
2080,8,7,4171472,1
2080,9,8,4171586,0
2080,10,9,4171605,0
2080,11,10,4171620,0
1536,2,1,4176143,1
1536,3,2,4176233,0
1536,4,3,4176262,1
1536,5,4,4176305,0
1536,6,5,4176332,0
1536,7,6,4176385,1
1536,8,7,4176431,1
1536,9,8,4176493,0
1536,10,9,4176546,0
1536,11,10,4176572,0
2281,2,1,4183205,0
2281,3,2,4183271,0.6
2281,4,3,4183301,1
2281,5,4,4183320,0
2281,6,5,4183326,0
2281,7,6,4183334,0
2281,8,7,4183346,0
2281,9,8,4183361,0
2281,10,9,4183388,0
2281,11,10,4183395,0
2261,2,1,4184101,1
2261,3,2,4184409,0
2261,4,3,4184436,1
2261,5,4,4184485,0
2261,6,5,4184620,1
2261,7,6,4184679,1
2261,8,7,4184701,1
2261,9,8,4184776,0
2261,10,9,4184861,1
2261,11,10,4184888,0
2084,2,1,4184488,1
2084,3,2,4184627,0
2084,4,3,4184692,1
2084,5,4,4184854,0
2084,6,5,4184874,0
2084,7,6,4184906,0
2084,8,7,4184931,0
2084,9,8,4185036,0
2084,10,9,4185094,0
2084,11,10,4185161,0
1740,2,1,4184513,1
1740,3,2,4184899,0
1740,4,3,4184941,1
1740,5,4,4185525,1
1740,6,5,4185561,1
1740,7,6,4185651,1
1740,8,7,4185845,0
1740,9,8,4186026,1
1740,10,9,4186164,0
1740,11,10,4186222,0
2774,2,1,4188868,1
2774,3,2,4188951,0.6
2774,4,3,4189002,1
2774,5,4,4189016,0
2774,6,5,4189027,0
2774,7,6,4189052,0
2774,8,7,4189071,1
2774,9,8,4189095,0
2774,10,9,4189112,1
2774,11,10,4189131,0
2770,2,1,4189616,0
2770,3,2,4189822,0
2770,4,3,4189864,1
2770,5,4,4190048,0
2770,6,5,4190059,0
2770,7,6,4190116,0
2770,8,7,4190411,0
2770,9,8,4190466,0
2770,10,9,4190492,0
2770,11,10,4190524,0
2385,2,1,4190771,0
2385,3,2,4191005,0
2385,4,3,4191100,1
2385,5,4,4191109,0
2385,6,5,4191119,0
2385,7,6,4191136,0
2385,8,7,4191145,0
2385,9,8,4191256,0
2385,10,9,4191285,0
2385,11,10,4191407,1
2458,2,1,4191111,1
2458,3,2,4191290,0.6
2458,4,3,4191361,0
2458,5,4,4191491,0
2458,6,5,4191598,1
2458,7,6,4191765,1
2458,8,7,4191906,1
2458,9,8,4192114,0
2458,10,9,4192161,1
2458,11,10,4192246,1
2086,2,1,4193047,1
2086,3,2,4193277,0.6
2086,4,3,4193317,1
2086,5,4,4194757,1
2086,6,5,4194908,1
2086,7,6,4195087,1
2086,8,7,4195377,1
2086,9,8,4195713,1
2086,10,9,4195807,1
2086,11,10,4195915,1
1520,2,1,4194207,1
1520,3,2,4194585,0
1520,4,3,4194622,1
1520,5,4,4194746,0
1520,6,5,4194771,0
1520,7,6,4194847,1
1520,8,7,4194907,1
1520,9,8,4195012,0
1520,10,9,4195107,0
1520,11,10,4195152,0
2035,2,1,4195206,0
2035,3,2,4195299,0
2035,4,3,4195335,1
2035,5,4,4195412,0
2035,6,5,4195422,0
2035,7,6,4195498,1
2035,8,7,4195518,0
2035,9,8,4195606,0
2035,10,9,4195656,0
2035,11,10,4195685,0
2206,2,1,4196244,0
2206,3,2,4230849,0.6
2206,4,3,4230908,1
2206,5,4,4231312,0
2206,6,5,4231328,0
2206,7,6,4231431,1
2206,8,7,4231566,0
2206,9,8,4231755,1
2206,10,9,4231870,0
2206,11,10,4231905,0
2037,2,1,4198082,1
2037,3,2,4199027,0.19999999999999998
2037,4,3,4198158,1
2037,5,4,4198401,1
2037,6,5,4198414,0
2037,7,6,4198543,0
2037,8,7,4198629,1
2037,9,8,4198800,1
2037,10,9,4198843,0
2037,11,10,4198878,0
1852,2,1,4199079,0
1852,3,2,4199152,0.6
1852,4,3,4199187,1
1852,5,4,4199232,0
1852,6,5,4199246,1
1852,7,6,4199277,0
1852,8,7,4199312,1
1852,9,8,4199378,0
1852,10,9,4199405,0
1852,11,10,4199426,0
1589,2,1,4200793,0
1589,3,2,4200812,0
1589,4,3,4200852,1
1589,5,4,4200969,0
1589,6,5,4201029,0
1589,7,6,4201059,0
1589,8,7,4201065,0
1589,9,8,4201073,0
1589,10,9,4201078,0
1589,11,10,4201080,0
1846,2,1,4201676,1
1846,3,2,4201780,0.7999999999999999
1846,4,3,4201801,1
1846,5,4,4202072,1
1846,6,5,4202146,1
1846,7,6,4202188,0
1846,8,7,4202312,1
1846,9,8,4202360,0
1846,10,9,4202397,1
1846,11,10,4202404,1
1891,2,1,4205338,0
1891,3,2,4205522,0
1891,4,3,4205545,1
1891,5,4,4205807,0
1891,6,5,4205833,0
1891,7,6,4205928,1
1891,8,7,4206021,0
1891,9,8,4206197,1
1891,10,9,4206223,0
1891,11,10,4206283,1
1832,2,1,4205555,1
1832,3,2,4205627,0
1832,4,3,4205644,1
1832,5,4,4205665,0
1832,6,5,4205677,0
1832,7,6,4205756,1
1832,8,7,4205875,1
1832,9,8,4205977,0
1832,10,9,4206063,1
1832,11,10,4206148,0
1205,2,1,4208455,1
1205,3,2,4208489,0
1205,4,3,4208517,1
1205,5,4,4208651,0
1205,6,5,4208666,0
1205,7,6,4208841,1
1205,8,7,4208884,1
1205,9,8,4208908,0
1205,10,9,4209129,0
1205,11,10,4209323,0
1626,2,1,4208733,1
1626,3,2,4208905,0
1626,4,3,4208940,1
1626,5,4,4208989,1
1626,6,5,4209025,1
1626,7,6,4209115,1
1626,8,7,4209150,1
1626,9,8,4209344,1
1626,10,9,4209413,1
1626,11,10,4209451,1
2064,2,1,4208779,1
2064,3,2,4209109,0
2064,4,3,4209170,1
2064,5,4,4209272,0
2064,6,5,4209365,1
2064,7,6,4209385,0
2064,8,7,4209692,1
2064,9,8,4209711,0
2064,10,9,4209739,1
2064,11,10,4209753,1
1604,2,1,4211254,1
1604,3,2,4211263,0.19999999999999998
1604,4,3,4210725,1
1604,5,4,4211538,0
1604,6,5,4210751,0
1604,7,6,4210768,0
1604,8,7,4211618,1
1604,9,8,4211812,1
1604,10,9,4211185,1
1604,11,10,4211129,0
2090,2,1,4211294,0
2090,3,2,4211310,0
2090,4,3,4211356,1
2090,5,4,4211409,0
2090,6,5,4211427,0
2090,7,6,4211439,0
2090,8,7,4211455,0
2090,9,8,4211464,0
2090,10,9,4211543,0
2090,11,10,4211548,0
1589,2,1,4212899,1
1589,3,2,4214908,0
1589,4,3,4212983,1
1589,5,4,4214900,1
1589,6,5,4213500,1
1589,7,6,4213564,1
1589,8,7,4213591,1
1589,9,8,4213655,1
1589,10,9,4213847,1
1589,11,10,4214059,1
2200,2,1,4217742,0
2200,3,2,4217857,0
2200,4,3,4217920,1
2200,5,4,4217948,0
2200,6,5,4217955,0
2200,7,6,4218014,1
2200,8,7,4218046,0
2200,9,8,4218071,0
2200,10,9,4218083,0
2200,11,10,4218120,0
2104,2,1,4220322,1
2104,3,2,4220531,0.6
2104,4,3,4220576,1
2104,5,4,4221886,0
2104,6,5,4220665,1
2104,7,6,4220748,1
2104,8,7,4220871,1
2104,9,8,4221011,0
2104,10,9,4221232,1
2104,11,10,4221941,1
1683,2,1,4221379,1
1683,3,2,4221803,0.7999999999999999
1683,4,3,4221838,1
1683,5,4,4222207,1
1683,6,5,4222414,1
1683,7,6,4222563,1
1683,8,7,4222617,0
1683,9,8,4222813,1
1683,10,9,4222829,0
1683,11,10,4222949,1
2353,2,1,4223692,1
2353,3,2,4223760,0
2353,4,3,4223819,1
2353,5,4,4223926,0
2353,6,5,4223942,0
2353,7,6,4224040,1
2353,8,7,4224101,0
2353,9,8,4224197,0
2353,10,9,4224207,0
2353,11,10,4224226,1
1996,2,1,4225757,1
1996,3,2,4226056,0
1996,4,3,4226116,0
1996,5,4,4226775,0
1996,6,5,4226826,1
1996,7,6,4226948,1
1996,8,7,4227055,1
1996,9,8,4227400,1
1996,10,9,4227522,1
1996,11,10,4227608,1
2717,2,1,4226807,1
2717,3,2,4226939,0
2717,4,3,4226965,1
2717,5,4,4227489,0
2717,6,5,4227539,0
2717,7,6,4227631,1
2717,8,7,4227714,1
2717,9,8,4227787,0
2717,10,9,4227822,0
2717,11,10,4227842,1
1848,2,1,4226937,1
1848,3,2,4226969,0
1848,4,3,4227011,1
1848,5,4,4227021,0
1848,6,5,4227048,1
1848,7,6,4227052,0
1848,8,7,4227059,0
1848,9,8,4227069,0
1848,10,9,4227076,0
1848,11,10,4227112,0
2662,2,1,4227158,1
2662,3,2,4237308,0
2662,4,3,4243485,1
2662,5,4,4415219,0
2662,6,5,4414634,0
2662,7,6,4414458,1
2662,8,7,4412296,1
2662,9,8,4412856,1
2662,10,9,4413907,1
2662,11,10,4414156,1
1587,2,1,4229125,1
1587,3,2,4229206,0
1587,4,3,4229228,1
1587,5,4,4229276,1
1587,6,5,4229299,1
1587,7,6,4229324,1
1587,8,7,4229346,1
1587,9,8,4229365,1
1587,10,9,4229406,1
1587,11,10,4229426,1
1771,2,1,4230117,0
1771,3,2,4230129,0
1771,4,3,4230194,0
1771,5,4,4230202,0
1771,6,5,4230212,0
1771,7,6,4230218,0
1771,8,7,4230224,0
1771,9,8,4230233,0
1771,10,9,4230236,0
1771,11,10,4230239,0
1848,2,1,4230372,1
1848,3,2,4230794,0
1848,4,3,4230505,1
1848,5,4,4230781,0
1848,6,5,4230758,0
1848,7,6,4230585,1
1848,8,7,4230612,1
1848,9,8,4230659,0
1848,10,9,4230695,0
1848,11,10,4230737,0
1797,2,1,4449508,0
1797,3,2,4449629,0
1797,4,3,4449650,1
1797,5,4,4449728,0
1797,6,5,4449747,1
1797,7,6,4449794,1
1797,8,7,4449819,0
1797,9,8,4449826,0
1797,10,9,4449854,0
1797,11,10,4449870,1
2027,2,1,4270148,1
2027,3,2,4270211,0
2027,4,3,4270253,1
2027,5,4,4270265,1
2027,6,5,4270295,1
2027,7,6,4270321,1
2027,8,7,4270346,1
2027,9,8,4270365,1
2027,10,9,4270388,1
2027,11,10,4270404,1
1903,2,1,4284271,1
1903,3,2,4286085,0
1903,4,3,4286115,1
1903,5,4,4286203,1
1903,6,5,4286229,1
1903,7,6,4286311,1
1903,8,7,4286355,1
1903,9,8,4286397,1
1903,10,9,4286476,0
1903,11,10,4286497,1
1901,2,1,4284823,1
1901,3,2,4284893,0
1901,4,3,4284909,1
1901,5,4,4284914,0
1901,6,5,4284918,0
1901,7,6,4284936,1
1901,8,7,4284946,0
1901,9,8,4284983,0
1901,10,9,4284991,0
1901,11,10,4285004,1
1779,2,1,4287255,0
1779,3,2,4287531,0
1779,4,3,4287902,0
1779,5,4,4287943,0
1779,6,5,4287964,0
1779,7,6,4288047,0
1779,8,7,4288149,1
1779,9,8,4288177,1
1779,10,9,4288237,1
1779,11,10,4288258,1
1372,2,1,4287432,1
1372,3,2,4287463,0
1372,4,3,4287493,1
1372,5,4,4287510,0
1372,6,5,4287517,0
1372,7,6,4287528,0
1372,8,7,4287550,0
1372,9,8,4287568,0
1372,10,9,4287577,0
1372,11,10,4287601,1
1581,2,1,4289385,1
1581,3,2,4289487,0
1581,4,3,4289543,0
1581,5,4,4289642,1
1581,6,5,4289672,1
1581,7,6,4289752,1
1581,8,7,4289793,1
1581,9,8,4289821,1
1581,10,9,4289856,1
1581,11,10,4289924,1
2119,2,1,4290302,1
2119,3,2,4290411,0
2119,4,3,4290450,1
2119,5,4,4290740,0
2119,6,5,4290761,0
2119,7,6,4290882,0
2119,8,7,4290925,1
2119,9,8,4291074,0
2119,10,9,4291255,1
2119,11,10,4291317,0
2031,2,1,4293862,1
2031,3,2,4294647,0
2031,4,3,4293895,1
2031,5,4,4294715,0
2031,6,5,4294547,1
2031,7,6,4294527,1
2031,8,7,4294484,1
2031,9,8,4294813,1
2031,10,9,4294553,0
2031,11,10,4293921,0
1787,2,1,4302712,1
1787,3,2,4302834,0
1787,4,3,4302787,1
1787,5,4,4302829,0
1787,6,5,4302865,0
1787,7,6,4302955,1
1787,8,7,4302997,1
1787,9,8,4303080,0
1787,10,9,4303110,1
1787,11,10,4303138,1
2037,2,1,4304503,1
2037,3,2,4305068,0
2037,4,3,4305189,1
2037,5,4,4306619,0
2037,6,5,4306801,1
2037,7,6,4307006,1
2037,8,7,4307050,1
2037,9,8,4307104,1
2037,10,9,4307243,1
2037,11,10,4307256,1
1168,2,1,4304658,1
1168,3,2,4304685,0
1168,4,3,4304747,1
1168,5,4,4304758,0
1168,6,5,4304770,0
1168,7,6,4304873,0
1168,8,7,4304985,1
1168,9,8,4305334,0
1168,10,9,4305401,1
1168,11,10,4305444,0
2053,2,1,4309938,0
2053,3,2,4310069,0
2053,4,3,4310114,1
2053,5,4,4310753,0
2053,6,5,4310767,0
2053,7,6,4310930,1
2053,8,7,4310993,0
2053,9,8,4311152,0
2053,10,9,4311220,1
2053,11,10,4311317,1
1719,2,1,4311586,1
1719,3,2,4314855,0
1719,4,3,4313148,1
1719,5,4,4313241,0
1719,6,5,4313256,0
1719,7,6,4313881,1
1719,8,7,4313945,0
1719,9,8,4314613,1
1719,10,9,4314636,0
1719,11,10,4314742,1
1500,2,1,4311559,1
1500,3,2,4314853,0
1500,4,3,4313044,1
1500,5,4,4315667,0
1500,6,5,4313619,0
1500,7,6,4313816,1
1500,8,7,4313945,0
1500,9,8,4314274,1
1500,10,9,4314377,0
1500,11,10,4314460,1
2680,2,1,4311573,1
2680,3,2,4312085,0
2680,4,3,4314961,1
2680,5,4,4312978,1
2680,6,5,4313030,1
2680,7,6,4313140,1
2680,8,7,4313212,1
2680,9,8,4313372,1
2680,10,9,4313624,0
2680,11,10,4314444,1
899,2,1,4313789,1
899,3,2,4314026,0
899,4,3,4314105,1
899,5,4,4314728,1
899,6,5,4314773,0
899,7,6,4314922,1
899,8,7,4315046,1
899,9,8,4315391,0
899,10,9,4315548,0
899,11,10,4315706,1
1789,2,1,4320172,1
1789,3,2,4320248,0
1789,4,3,4320325,1
1789,5,4,4320383,0
1789,6,5,4320416,1
1789,7,6,4320438,1
1789,8,7,4320480,1
1789,9,8,4320492,1
1789,10,9,4320532,1
1789,11,10,4320549,0
1194,2,1,4322282,1
1194,3,2,4322489,0
1194,4,3,4322534,1
1194,5,4,4322792,0
1194,6,5,4322864,1
1194,7,6,4322908,1
1194,8,7,4322927,1
1194,9,8,4322992,1
1194,10,9,4323050,1
1194,11,10,4323064,0
1685,2,1,4338513,0
1685,3,2,4338540,0
1685,4,3,4338566,0
1685,5,4,4338617,0
1685,6,5,4338635,0
1685,7,6,4338772,1
1685,8,7,4338819,1
1685,9,8,4338860,1
1685,10,9,4338973,1
1685,11,10,4339082,1
2145,2,1,4351884,1
2145,3,2,4351926,0
2145,4,3,4351960,1
2145,5,4,4351997,0
2145,6,5,4352030,1
2145,7,6,4352101,1
2145,8,7,4352113,0
2145,9,8,4352172,1
2145,10,9,4352235,0
2145,11,10,4352261,0
2444,2,1,4356451,1
2444,3,2,4356543,0
2444,4,3,4356583,1
2444,5,4,4356602,0
2444,6,5,4356626,0
2444,7,6,4356759,0
2444,8,7,4356792,0
2444,9,8,4356826,0
2444,10,9,4356842,0
2444,11,10,4356864,0
2208,2,1,4357663,1
2208,3,2,4357836,0
2208,4,3,4357882,1
2208,5,4,4358083,1
2208,6,5,4358156,0
2208,7,6,4358332,1
2208,8,7,4358382,0
2208,9,8,4358622,1
2208,10,9,4358694,0
2208,11,10,4358811,1
1864,2,1,4358473,0
1864,3,2,4358533,0
1864,4,3,4358596,1
1864,5,4,4360721,0
1864,6,5,4360735,0
1864,7,6,4360888,0
1864,8,7,4360931,0
1864,9,8,4361022,0
1864,10,9,4361058,0
1864,11,10,4361194,1
2359,2,1,4361723,1
2359,3,2,4362570,0
2359,4,3,4362774,1
2359,5,4,4362709,0
2359,6,5,4362875,1
2359,7,6,4363094,1
2359,8,7,4363233,1
2359,9,8,4363480,1
2359,10,9,4363555,0
2359,11,10,4363688,1
2820,2,1,4362925,1
2820,3,2,4363045,0
2820,4,3,4363100,0
2820,5,4,4363421,1
2820,6,5,4363443,1
2820,7,6,4363474,1
2820,8,7,4363497,1
2820,9,8,4363520,1
2820,10,9,4363531,0
2820,11,10,4363555,0
1924,2,1,4363142,0
1924,3,2,4363171,0
1924,4,3,4363272,1
1924,5,4,4363276,0
1924,6,5,4363396,0
1924,7,6,4363407,0
1924,8,7,4363422,1
1924,9,8,4363444,0
1924,10,9,4363471,0
1924,11,10,4363481,0
2430,2,1,4363234,0
2430,3,2,4363462,0
2430,4,3,4363550,0
2430,5,4,4363831,0
2430,6,5,4363841,0
2430,7,6,4364025,1
2430,8,7,4364049,0
2430,9,8,4364704,1
2430,10,9,4364740,0
2430,11,10,4364762,0
1284,2,1,4363210,1
1284,3,2,4363268,0
1284,4,3,4363301,1
1284,5,4,4363305,0
1284,6,5,4363328,1
1284,7,6,4363335,0
1284,8,7,4363360,1
1284,9,8,4363391,0
1284,10,9,4363430,1
1284,11,10,4363436,0
1447,2,1,4364583,1
1447,3,2,4365024,0
1447,4,3,4365086,1
1447,5,4,4365871,1
1447,6,5,4365924,1
1447,7,6,4365966,1
1447,8,7,4366057,1
1447,9,8,4366391,1
1447,10,9,4366481,1
1447,11,10,4366497,1
1483,2,1,4364560,1
1483,3,2,4364976,0
1483,4,3,4364995,1
1483,5,4,4365874,1
1483,6,5,4365918,1
1483,7,6,4365962,1
1483,8,7,4366070,1
1483,9,8,4366513,1
1483,10,9,4366537,1
1483,11,10,4366546,1
2017,2,1,4367936,1
2017,3,2,4368147,0
2017,4,3,4368225,1
2017,5,4,4368647,0
2017,6,5,4368694,0
2017,7,6,4369205,1
2017,8,7,4369603,0
2017,9,8,4370560,0
2017,10,9,4370910,0
2017,11,10,4370908,0
2111,2,1,4368163,1
2111,3,2,4368676,0.19999999999999998
2111,4,3,4368747,1
2111,5,4,4370424,1
2111,6,5,4369640,1
2111,7,6,4369790,1
2111,8,7,4369918,1
2111,9,8,4370265,0
2111,10,9,4370466,1
2111,11,10,4370642,1
2167,2,1,4368366,1
2167,3,2,4368432,0
2167,4,3,4368505,1
2167,5,4,4368612,0
2167,6,5,4368634,1
2167,7,6,4368686,1
2167,8,7,4368961,1
2167,9,8,4369127,1
2167,10,9,4369169,1
2167,11,10,4369189,1
1927,2,1,4369116,1
1927,3,2,4369267,0
1927,4,3,4369317,1
1927,5,4,4369671,0
1927,6,5,4369705,1
1927,7,6,4369854,1
1927,8,7,4369974,1
1927,9,8,4370154,0
1927,10,9,4370180,0
1927,11,10,4370248,0
2279,2,1,4369849,0
2279,3,2,4369862,0
2279,4,3,4369877,1
2279,5,4,4369912,0
2279,6,5,4369932,1
2279,7,6,4369953,1
2279,8,7,4369979,1
2279,9,8,4370007,0
2279,10,9,4370033,1
2279,11,10,4370054,1
2406,2,1,4370096,1
2406,3,2,4370145,0.6
2406,4,3,4370172,0
2406,5,4,4370178,0
2406,6,5,4370184,0
2406,7,6,4370189,0
2406,8,7,4370192,0
2406,9,8,4370196,0
2406,10,9,4370200,0
2406,11,10,4370202,0
1807,2,1,4370356,0
1807,3,2,4370403,0
1807,4,3,4370439,1
1807,5,4,4370475,0
1807,6,5,4370494,0
1807,7,6,4370613,1
1807,8,7,4370670,1
1807,9,8,4370779,0
1807,10,9,4370814,0
1807,11,10,4370857,1
2312,2,1,4370595,1
2312,3,2,4370776,0
2312,4,3,4370948,1
2312,5,4,4371175,1
2312,6,5,4371223,0
2312,7,6,4371266,0
2312,8,7,4371293,1
2312,9,8,4371516,0
2312,10,9,4371565,0
2312,11,10,4371664,1
1960,2,1,4371141,0
1960,3,2,4371254,0
1960,4,3,4371299,0
1960,5,4,4371401,0
1960,6,5,4371417,0
1960,7,6,4371443,1
1960,8,7,4371472,1
1960,9,8,4371569,1
1960,10,9,4371663,1
1960,11,10,4371736,1
2153,2,1,4371652,1
2153,3,2,4371794,0
2153,4,3,4371832,1
2153,5,4,4371925,0
2153,6,5,4371939,0
2153,7,6,4371987,1
2153,8,7,4372022,1
2153,9,8,4372111,1
2153,10,9,4372633,1
2153,11,10,4372666,0
2271,2,1,4373637,1
2271,3,2,4373953,0.39999999999999997
2271,4,3,4374011,1
2271,5,4,4374049,0
2271,6,5,4374118,0
2271,7,6,4374359,1
2271,8,7,4374510,1
2271,9,8,4374868,0
2271,10,9,4374951,0
